Année réf,UAI,Etablissement de rattachement,Numéro de l'appel à candidatures,Section 1,Section 2,Section 3,Section 4,Section 5,Section 6,Date prise de fonction,Date ouverture candidature,Date cloture candidature,Profil appel à candidatures,Job profile,Research fiels EURAXESS,Localisation appel à candidatures,Quotité du poste,Etat du poste,Type du poste
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,LLASIC_18B,18,,,,,,01/09/2025,14/03/2025,15/04/2025,"Dramaturgie, histoire et pratiques professionnelles en arts de la scène
","Dramaturgy, history and professional practices in the performing arts","Performing arts - Arts
",Grenoble et Valence,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,LLASIC_18C,18,,,,,,01/09/2025,14/03/2025,15/04/2025,"Etudes cinématographiques : histoire, analyse, critique
","Film studies: history, analysis, criticism","Performing arts - Arts
",Grenoble et Valence,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,LLASIC_71A,71,,,,,,01/10/2025,14/03/2025,15/04/2025,"Information-Communication - médias numériques et audiovisuels
",Digital & audiovisual media,"Audiovisual communication - Communication sciences
Science communication - Communication sciences
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,LLASIC_71B,71,,,,,,01/10/2025,14/03/2025,15/04/2025,"Information-Communication, sémiotique des écritures, des médiatisations et des terrains
","Information-Communication, semiotics of writing, mediatization and fieldwork","Media studies - Communication sciences
Science communication - Communication sciences
Writing - Literature
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,LLASIC_FLE,7,,,,,,01/09/2025,14/03/2025,15/04/2025,"Didactique du FLES et approches méthodologiques
",Didactics and methodological approaches to teaching French as a foreign or second language,"Education - Educational sciences
Languages - Language sciences
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHARMA_1,86,,,,,,01/09/2025,14/03/2025,15/04/2025,Physiologie et Physiopathologie Humaine,Human physiology and physiopathology,"Other - Pharmacological sciences
",Saint Martin d'Hères,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHARMA_2,86,,,,,,01/09/2025,14/03/2025,15/04/2025,Chimie Organique,Organic Chemistry,"Organic chemistry - Chemistry
Biochemistry - Chemistry
",Saint Martin d'Hères,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHARMA_3,87,,,,,,01/09/2025,14/03/2025,15/04/2025,"Botanique, Phytothérapie et Mycologie / Recherche en métabolomique appliquée aux interactions plantes-champignons","Botany, phytotherapy and mycology / Research in metabolomics applied to plant-fungal interactions","Botany - Biological sciences
",Saint Martin d'Hères,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHARMA_4,87,64,85,,,,01/09/2025,14/03/2025,15/04/2025,"Biotechnologie, biochimie, biologie moléculaire et structurale","Biotechnology, biochemistry, molecular and structural biology","Biological sciences - 
",Saint Martin d'Hères,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHITEM3536,35,36,,,,,01/09/2025,14/03/2025,15/04/2025,"Sciences de la Terre
",Earth Sciences,"Earth science - Environmental science
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHITEM6163,61,63,,,,,01/09/2025,14/03/2025,15/04/2025,"Automatique/Electronique
",Control/Electronics,"Electronic engineering - Engineering
Control engineering - Engineering
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHITEM_28,28,30,34,,,,01/09/2025,14/03/2025,15/04/2025,"Physique générale
",General physics,"Physics - 
",Grenoble,M,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHITEM_29,29,,,,,,01/09/2025,14/03/2025,15/04/2025,"Physique subatomique, cosmologie et applications","Subatomic Physics, cosmology and applications","Cosmology - Astronomy
Nuclear engineering - Engineering
Physics - 
",Grenoble et Valence,,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHITEM_37,37,,,,,,01/09/2025,14/03/2025,15/04/2025,"Hydrologie et Hydraulique
",Hydrology and Hydraulics,"Water resources engineering - Engineering
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHITEM_3SR,60,,,,,,01/09/2025,14/03/2025,15/04/2025,"Calculs réglementaires et techniques constructives du génie civil
",Civil engineering,"Civil engineering - Engineering
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,PHITEM_60,60,,,,,,01/09/2025,14/03/2025,15/04/2025,"Mécanique et génie mécanique
",Mechanical engineering,"Mechanical engineering - Engineering
",Grenoble ,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SDL_1,11,,,,,,01/09/2025,14/03/2025,15/04/2025,Anglais (langue de communication générale et de spécialité),English as a foreign language,"Languages - Language sciences
",Saint Martin d'Hères,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SDL_2,11,,,,,,01/09/2025,14/03/2025,15/04/2025,Anglais (langue de spécialité),English as a foreign language,"Languages - Language sciences
",Saint Martin d'Hères,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SHS_16-69,16,69,,,,,01/09/2025,14/03/2025,15/04/2025,Psychologie et Neurosciences cognitives,Psychology and Cognitive Neuroscience,"Neurosciences - 
Psychological sciences - 
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SHS_19,19,,,,,,01/09/2025,14/03/2025,15/04/2025,"Sociologie générale, méthodologie
","General sociology, methodology","Sociology - 
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SHS_27,27,,,,,,01/09/2025,14/03/2025,15/04/2025,"Informatique
",Computer Science,"Informatics - Computer science
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SHS_70,70,19,16,,,,01/09/2025,14/03/2025,15/04/2025,"Sciences de l’Éducation et de la Formation
",Educational Sciences,"Psychology - Psychological sciences
Research methodology - Educational sciences
Education - Educational sciences
Learning studies - Educational sciences
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SHS_71,71,,,,,,01/09/2025,14/03/2025,15/04/2025,"Information et communication : Métiers de la
documentation, de l'édition; approches traditionnelles et
numériques
",Communication sciences,"Information science - 
Communication sciences - 
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SHS_PSCO1,16,,,,,,01/09/2025,14/03/2025,15/04/2025,"Psychologie Cognitive
",Cognitive Psychology,"Cognitive science - Psychological sciences
Psychology - Psychological sciences
",Grenoble,M,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SHS_PSCO2,16,,,,,,01/09/2025,14/03/2025,15/04/2025,"Psychologie Cognitive
",Cognitive Psychology,"Cognitive science - Psychological sciences
Psychology - Psychological sciences
",Grenoble,M,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SHS_PSTR,16,,,,,,01/09/2025,14/03/2025,15/04/2025,Psychologie du travail,Occupational psychology,"Behavioural sciences - Psychological sciences
Psychology - Psychological sciences
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SHS_PSYC,16,,,,,,01/09/2025,14/03/2025,15/04/2025,Psychologie clinique,Clinical Psychology,"Behavioural sciences - Psychological sciences
Psychology - Psychological sciences
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SOCLE_11,11,,,,,,01/09/2025,14/03/2025,15/04/2025,"LLCER Civilisation et étude de la langue et/ou LLCER étude de la langue, traduction et/ou LLCER littérature et culture de la langue et/ou LEA langue, traduction, civilisation",Teaching and Research Assistant (English - Applied Foreign Languages),"Other - 
Literature - 
Science and society - Political sciences
Languages - Language sciences
Anglo Saxon studies - Cultural studies
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SOCLE_12,12,,,,,,01/09/2025,14/03/2025,15/04/2025,"Allemand
",German,"Cultural studies - 
Literature - 
History - 
Languages - Language sciences
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SOCLE_13,13,,,,,,01/09/2025,14/03/2025,15/04/2025,Civilisation des sociétés russophones et langue russe et/ou Littératures russophones et langue russe,History and culture of Russophone societies and Russian language and/or Russophone literatures and Russian language,"Cultural studies - 
Literature - 
History - 
Languages - Language sciences
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SOCLE_ESP,14,,,,,,01/09/2025,14/03/2025,15/04/2025,"Langue et cultures hispaniques / Langue et culture Amérique latine et/ou Espagnol Langue de communication et langue de spécialité
","Language and culture of Spain/ language
and culture of Latin America and/or Spanish language of communication and language for specific purposes","Cultural studies - 
Literature - 
History - 
Languages - Language sciences
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,SOCLE_ITA,14,,,,,,01/09/2025,14/03/2025,15/04/2025,Italien,Italian,"Cultural studies - 
Literature - 
History - 
Languages - Language sciences
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,STAPS_ 1,74,,,,,,01/09/2025,14/03/2025,15/04/2025,STAPS : psychologie du sport et de l’exercice,Sports Sciences: psychology of sport and exercise,"Psychology - Psychological sciences
",Grenoble,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,STAPS_2,74,,,,,,01/09/2025,14/03/2025,15/04/2025,STAPS : sociologie du sport ou économie du sport,Sports Sciences: sociology of sport or economy of sport,"Macroeconomics - Economics
Sociology - 
Microeconomics - Economics
Educational sciences - 
",Grenoble et Valence,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,STAPS_3,74,,,,,,01/09/2025,14/03/2025,15/04/2025,STAPS : sociologie du sport ou économie du sport,Sports Sciences: sociology of sport or economy of sport,"Microeconomics - Economics
Macroeconomics - Economics
Educational sociology - Sociology
",Grenoble et Valence,P,V,ATER
2025,0383546Y,UNIVERSITE GRENOBLE ALPES,STAPS_4,74,,,,,,01/09/2025,14/03/2025,15/04/2025,STAPS : physiologie de l’exercice,Sports Sciences: physiology of exercise,"Biological sciences - 
",Grenoble et Valence,P,V,ATER
2025,0410978R,UNIV. TOURS (IUT BLOIS),A10041,28,33,,,,,01/09/2025,27/02/2025,20/03/2025,"Milieux denses et matériaux / chimie des matériaux - Matériaux, chimie et atomistique",/,"Other - 
",,P,V,ATER
2025,0410978R,UNIV. TOURS (IUT BLOIS),A10044,61,63,,,,,01/09/2025,27/02/2025,20/03/2025,"Électronique analogique, traitement du signal, systèmes de transmission, fibre optique, physique",/,"Other - 
",,P,V,ATER
2025,0410978R,UNIV. TOURS (IUT BLOIS),A50057,71,,,,,,01/09/2025,27/02/2025,20/03/2025,Sciences de l’Information et de la Communication / Communication numérique,/,"Other - 
",,P,V,ATER
2025,0420957M,UNIV. SAINT-ETIENNE (IUT ST ETIENNE),35-36-IUT,35,36,,,,,01/09/2025,18/03/2025,26/03/2025,Géologie,Géologie,"Other - 
",IUT SAINT ETIENNE,P,S,ATER
2025,0420957M,UNIV. SAINT-ETIENNE (IUT ST ETIENNE),4000,65,66,67,,,,01/09/2025,18/03/2025,16/04/2025,"microbiologie, biologie moléculaire","microbiologie, biologie moléculaire","Biology - Biological sciences
",IUT SAINT ETIENNE,P,S,ATER
2025,0420957M,UNIV. SAINT-ETIENNE (IUT ST ETIENNE),4000-2,30,,,,,,01/09/2025,18/03/2025,16/04/2025,"mécanique, mécaniques des fluides, thermique, acoustique, instrumentation ou métrologie","mécanique, mécaniques des fluides, thermique, acoustique, instrumentation ou métrologie","Other - 
",IUT SAINT ETIENNE,P,S,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,01AT-1,1,,,,,,01/09/2025,18/03/2025,16/04/2025,DROIT PRIVE ET SCIENCES CRIMINELLES,DROIT PRIVE ET SCIENCES CRIMINELLES,"Private law - Juridical sciences
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,01AT-2,1,,,,,,01/09/2025,18/03/2025,16/04/2025,DROIT PRIVE ET SCIENCES CRIMINELLES,DROIT PRIVE ET SCIENCES CRIMINELLES,"Private law - Juridical sciences
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,01AT-3,1,,,,,,01/09/2025,18/03/2025,16/04/2025,DROIT PRIVE ET SCIENCES CRIMINELLES,DROIT PRIVE ET SCIENCES CRIMINELLES,"Private law - Juridical sciences
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,02AT-1,2,,,,,,01/09/2025,18/03/2025,16/04/2025,DROIT PUBLIC,DROIT PUBLIC,"Public law - Juridical sciences
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,05ATER,5,,,,,,01/09/2025,18/03/2025,16/04/2025,SCIENCES ECONOMIQUES,ECONOMICS,"Economics - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,05ATER-2,5,,,,,,01/09/2025,18/03/2025,16/04/2025,SCIENCES ECONOMIQUES,ECONOMICS,"Economics - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,06ATER,6,,,,,,01/09/2025,18/03/2025,16/04/2025,SCIENCES DE GESTION,MANAGEMENT SCIENCES,"Management studies - Economics
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,06ATER-2,6,,,,,,01/09/2025,18/03/2025,16/04/2025,SCIENCES DE GESTION,MANAGEMENT SCIENCES,"Management studies - Economics
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,09ATER,9,,,,,,01/09/2025,18/03/2025,16/04/2025,LANGUE ET LITTERATURE FRANCAISES,FRENCH LANGUAGE AND LITERATURE,"Literature - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,10ATER,10,,,,,,01/09/2025,18/03/2025,16/04/2025,LITTERATURES COMPAREES,COMPARATIVE LITERATURE,"Comparative literature - Literature
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,11ATER,11,,,,,,01/09/2025,18/03/2025,16/04/2025,LANGUES ET LITTERATURES ANGLAISES ET ANGLO-SAXONNES,ENGLISH AND ANGLO-SAXON LANGUAGES AND LITERATURE,"American literature - Literature
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,11ATER-2,11,,,,,,01/09/2025,18/03/2025,16/04/2025,LANGUES ET LITTERATURES ANGLAISES ET ANGLO-SAXONNES,ENGLISH AND ANGLO-SAXON LANGUAGES AND LITERATURE,"Other - Literature
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,11ATER-3,11,,,,,,01/09/2025,18/03/2025,16/04/2025,LANGUES ET LITTERATURES ANGLAISES ET ANGLO-SAXONNES,ENGLISH AND ANGLO-SAXON LANGUAGES AND LITERATURE,"Literature - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,12ATER,12,,,,,,01/09/2025,18/03/2025,16/04/2025,LANGUES ET LITTERATURES GERMANIQUES ET SCANDINAVES - ALLEMAND,GERMANIC AND SCANDINAVIAN LANGUAGES AND LITERATURE - GERMAN,"Other - Literature
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,14ATER,14,,,,,,01/09/2025,18/03/2025,16/04/2025,LANGUES ET LITTERATURES ROMANES - ESPAGNOL,ROMAN LANGUAGES AND LITERATURE - SPANISH,"Other - Literature
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,14ATER-2,14,,,,,,01/09/2025,18/03/2025,16/04/2025,LANGUES ET LITTERATURES ROMANES - ITALIEN,ROMAN LANGUAGES AND LITERATURE - ITALIAN,"Literature - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,18ATER,18,,,,,,01/09/2025,18/03/2025,16/04/2025,ARTS PLASTIQUES,VISUAL ARTS,"Visual arts - Arts
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,19ATER,19,,,,,,01/09/2025,18/03/2025,16/04/2025,SOCIOLOGIE,SOCIOLOGY,"Sociology - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,19ATER-2,19,,,,,,01/09/2025,18/03/2025,16/04/2025,SOCIOLOGIE,SOCIOLOGY,"Social changes - Sociology
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,23ATER,23,,,,,,01/09/2025,18/03/2025,16/04/2025,GEOGRAPHIE PHYSIQUE HUMAINE ECONOMIQUE ET REGIONALE,"HUMAN, ECONOMIC AND REGIONAL PHYSICAL GEOGRAPHY","Social geography - Geography
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,25-26AT,25,26,,,,,01/09/2025,18/03/2025,16/04/2025,MATHEMATIQUES,MATHEMATIQUES,"Mathematics - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,27AT,27,,,,,,01/09/2025,18/03/2025,16/04/2025,INFORMATIQUE,INFORMATIQUE,"Other - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,27TSE,27,,,,,,01/09/2025,18/03/2025,16/04/2025,INFORMATIQUE,INFORMATIQUE,"Other - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,33AT,33,,,,,,01/09/2025,18/03/2025,16/04/2025,CHIMIE DES MATERIAUX,CHIMIE DES MATERIAUX,"Chemistry - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,61TSE,61,,,,,,01/09/2025,18/03/2025,16/04/2025,"GENIE INFORMATIQUE, AUTOMATIQUE ET TRAITEMENT DU SIGNAL","GENIE INFORMATIQUE, AUTOMATIQUE ET TRAITEMENT DU SIGNAL","Other - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,64-69AT,64,69,,,,,01/09/2025,18/03/2025,16/04/2025,BIOLOGIE,BIOLOGIE,"Other - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,65AT-MED,65,,,,,,01/09/2025,18/03/2025,16/04/2025,BIOLOGIE CELLULAIRE,BIOLOGIE CELLULAIRE,"Biological sciences - 
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,70ATER,70,,,,,,01/09/2025,18/03/2025,16/04/2025,SCIENCES DE L’EDUCATION,EDUCATIONAL SCIENCES,"Education - Educational sciences
",SAINT-ETIENNE,P,V,ATER
2025,0421095M,UNIVERSITE DE SAINT-ETIENNE,70ATER-2,70,,,,,,01/09/2025,18/03/2025,16/04/2025,SCIENCES DE L’ÉDUCATION ET DE LA FORMATION,EDUCATION AND TRAINING SCIENCES,"Education - Educational sciences
",SAINT-ETIENNE,P,V,ATER
2025,0422048Y,UNIV. SAINT-ETIENNE (IUT ROANNE),61AT1IUTR,61,,,,,,01/09/2025,18/03/2025,16/04/2025,GÉNIE INDUSTRIEL,INDUSTRIAL ENGINEERING,"Other - Technology
",IUT ROANNE,P,V,ATER
2025,0422048Y,UNIV. SAINT-ETIENNE (IUT ROANNE),61AT2IUTR,61,,,,,,01/09/2025,18/03/2025,16/04/2025,TELECOMMUNICATIONS,TELECOMMUNICATIONS,"Other - Technology
",IUT ROANNE,P,V,ATER
2025,0422048Y,UNIV. SAINT-ETIENNE (IUT ROANNE),61AT3IUTR,61,,,,,,01/09/2025,18/03/2025,16/04/2025,GENIE INDUSTRIEL,INDUSTRIAL ENGINEERING,"Other - Technology
",IUT ROANNE,P,V,ATER
2025,0440139M,UNIV. NANTES (IUT NANTES),0230,62,,,,,,01/09/2025,03/02/2025,28/02/2025,Métiers de la Transition et de l’Efficacité Énergétique,Transition and Energy Efficiency Jobs,"Civil engineering - Engineering
",IUT de Nantes,P,V,ATER
2025,0440139M,UNIV. NANTES (IUT NANTES),0231,60,61,,,,,01/09/2025,03/02/2025,28/02/2025,Robotique Industrielle,Industrial robotics,"Other - 
",IUT de Nantes,P,V,ATER
2025,0440139M,UNIV. NANTES (IUT NANTES),0232,27,61,,,,,01/09/2025,03/02/2025,28/02/2025,Génie Électrique et Informatique Industrielle,Electrical and Industrial Computer Engineering,"Computer engineering - Engineering
",IUT de Nantes,P,V,ATER
2025,0440139M,UNIV. NANTES (IUT NANTES),0233,62,,,,,,01/09/2025,03/02/2025,28/02/2025,Métiers de la Transition et de l’Efficacité Énergétiques,Transition and Energy Efficiency Trades,"Other - 
",IUT de Nantes,P,V,ATER
2025,0440139M,UNIV. NANTES (IUT NANTES),0234,61,,,,,,01/09/2025,03/02/2025,28/02/2025,Génie industriel,Industrial engineering,"Industrial engineering - Engineering
",IUT de Nantes,P,V,ATER
2025,0440139M,UNIV. NANTES (IUT NANTES),0235,61,,,,,,01/09/2025,03/02/2025,28/02/2025,Génie électrique et Informatique Industrielle,Electrical and Industrial Computer Engineering,"Computer engineering - Engineering
",IUT de Nantes,P,V,ATER
2025,0440982D,UNIV. NANTES (IUT SAINT NAZAIRE),0229,60,,,,,,01/09/2025,03/02/2025,28/02/2025,Génie Civil Construction Durable,Civil Engineering Sustainable Construction,"Civil engineering - Engineering
",IUT Saint Nazaire,P,V,ATER
2025,0442409E,UNIV. NANTES (EPU),0226,62,,,,,,01/09/2025,03/02/2025,28/02/2025,Génie des procédés et Bioprocédés,Process Engineering and Bioprocesses,"Process engineering - Engineering
",Ecole Polytech'Nantes/Poste à St-Nazaire,P,V,ATER
2025,0442409E,UNIV. NANTES (EPU),0227,60,,,,,,01/09/2025,03/02/2025,28/02/2025,Génie Civil,Civil engineering,"Civil engineering - Engineering
",Ecole Polytech'Nantes/Poste à St-Nazaire,,,ATER
2025,0442409E,UNIV. NANTES (EPU),0228,27,,,,,,01/09/2025,03/02/2025,28/02/2025,Informatique,Computing,"Informatics - Computer science
",Polytech Nantes,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0203,19,,,,,,01/09/2025,03/02/2025,28/02/2025,Sociologie,Sociology,"Sociology - 
",UFR Sociologie,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0204,19,,,,,,01/09/2025,03/02/2025,28/02/2025,Sociologie,Sociology,"Sociology - 
",UFR Sociologie,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0205,19,,,,,,01/09/2025,03/02/2025,28/02/2025,Sociologie,Sociology,"Sociology - 
",UFR Sociologie,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0206,2,,,,,,01/09/2025,03/02/2025,28/02/2025,Droit Public Interne,Internal Public Law,"Other - 
",UFR Droit&Sciences Politiques Semestre1,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0207,1,,,,,,01/09/2025,03/02/2025,28/02/2025,"Droit pénal spécial
Procédure pénale",Social criminal law,"Criminal law - Juridical sciences
",UFR Droit&Sciences Politiques Semestre1,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0208,1,,,,,,01/02/2026,03/02/2025,28/02/2025,"Droit des affaires 
Droit du commerce international 
Droit international social et européen ","Business law
International trade law
International social and European law ","International law - Juridical sciences
",UFR Droit&Sciences Politiques Semestre2,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0209,2,,,,,,01/02/2026,03/02/2025,28/02/2025,Droit public interne,Internal public law,"Public law - Juridical sciences
",UFR Droit&Sciences Politiques Semestre2,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0210,1,,,,,,01/02/2026,03/02/2025,28/02/2025,"Droit pénal général
Droit pénal des affaires
Procédure pénale","General criminal law
Criminal Law of Business
Criminal procedure
","Criminal law - Juridical sciences
",UFR Droit&Sciences Politiques Semestre2,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0211,3,,,,,,01/02/2026,03/02/2025,28/02/2025,Histoire du droit et des institutions,History of law and institutions,"Juridical sciences - 
",UFR Droit&Sciences Politiques Semestre2,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0212,1,,,,,,01/09/2025,03/02/2025,28/02/2025,"Introduction au droit privé et droit des personnes
Droit des contrats
Droit de la famille
Responsabilité civile","Introduction to private and personal law
Contract law
Droit de la famille
Family law
Civil liability","Private law - Juridical sciences
",UFR de Droit et des Sciences Politiques,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0213,1,,,,,,01/09/2025,03/02/2025,28/02/2025,"Introduction au droit privé et droit des personnes
Droit des contrats
Droit de la famille
Responsabilité civile ","Introduction to private and personal law
Contract law
Family law
Civil liability","Private law - Juridical sciences
",UFR de Droit et des Sciences Politiques,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0214,4,,,,,,01/09/2025,03/02/2025,28/02/2025,Sciences Politiques,Political sciences,"Other - 
",UFR de Droit et des Sciences Politiques,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0215,6,,,,,,01/09/2025,03/02/2025,28/02/2025,"Comptabilité-Contrôle-Audit
Contrôle de Gestion et Audit Organisationnel ","Accounting-Control-Audit
Management Control and Organizational Audit","Other - 
",IAE Institut d’Economie et de Management,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0216,74,,,,,,01/09/2025,03/02/2025,28/02/2025,"Prise en charge des enseignements dans un ce ces domaines :
physiologie, biomécanique, psychologie, histoire, sciences sociales et sciences juridiques appliquées aux activités physiques et sportives","Learning in one of these areas:
physiology, biomechanics, psychology, history, social sciences and legal sciences applied to physical and sporting activities","Other - 
",UFR STAPS,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0217,31,32,,,,,01/09/2025,03/02/2025,28/02/2025,Chimie Analytique et/ou Chimie Physique,Analytical and/or Physical Chemistry,"Chemical physics - Physics
",UFR Sciences et Techniques,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0218,29,28,63,,,,01/09/2025,03/02/2025,28/02/2025,Physique et Sciences pour l’Ingénieur (SPI),Physics and Science for the Engineer,"Mathematical physics - Physics
",UFR Sciences et Techniques,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0219,31,32,,,,,01/09/2025,03/02/2025,28/02/2025,"Chimie atomistique, thermodynamique et réactions en solution aqueuse, et/ou chimie organique","Atomistic chemistry, thermodynamics and aqueous reactions, and/or organic chemistry","Chemistry - 
",UFR Sciences et Techniques,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0220,25,26,,,,,01/09/2025,03/02/2025,28/02/2025,Mathématiques,Mathematics,"Mathematics - 
",UFR Sciences et Techniques,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0221,35,36,,,,,01/09/2025,03/02/2025,28/02/2025,"Sciences de le terre, géologie, géosciences, planétologie","Earth sciences, geology, geosciences, planetology","Geology - Geosciences
",UFR Sciences et Techniques,P,V,ATER
2025,0442953W,NANTES UNIVERSITE,0222,27,,,,,,01/09/2025,03/02/2025,28/02/2025,Informatique,computer science,"Computer science - 
",UFR Sciences et Techniques,P,V,ATER
